GENE	TCGA-OR-A5J1	TCGA-OR-A5J2	TCGA-OR-A5J3
NBPF3	83.0932	210.9783	56.2880
NBPF4	0.0000	0.0000	0.0000
NBPF6	0.0000	0.0000	0.0000
NBPF7	1.9212	0.4026	1.1850
NBPF9	77.6081	178.1478	190.3481
NBR1	2252.1614	3328.9480	2193.4528
NBR2	162.8242	132.8680	30.2177
NCALD	34.1018	100.6576	71.1006
NCAM1	2065.2786	6794.8266	714.5608
NCAM2	63.8809	3.2210	1715.8939
NCAN	0.4803	1.2079	1.1850
NCAPD2	1236.7915	1827.1367	1037.4759
NCAPD3	524.0154	558.0457	412.3834
NCAPG2	437.5600	1137.4308	234.0394
NCAPG	113.5207	130.3717	69.5660
NCAPH2	510.0865	715.4742	609.6875
NCAPH	42.7474	79.7208	41.4753
NCBP1	664.7454	530.8239	709.6134
NCBP2	1368.3958	1975.7073	1147.0893
NCCRP1	0.4803	3.6237	0.0000
NCDN	968.7800	1177.6939	1098.5039
NCEH1	498.0788	1414.8432	622.7226
NCF1B	6.7243	2.4158	0.5925
NCF1C	4.8031	1.6105	0.0000
NCF1	45.6292	16.5078	2.3700
NCF2	52.8338	76.9024	18.3676
NCF4	75.4083	33.8210	23.7002
NCK1	324.6878	739.2294	309.8800
NCK2	430.3554	1708.3607	449.7112
NCKAP1L	120.5572	90.1892	18.9602
NCKAP1	3595.1009	7265.8679	2311.9538
NCKAP5L	1306.9164	1685.4108	1480.0770
NCKAP5	60.0384	198.0941	7.7026
NCKIPSD	737.2719	1105.6230	1880.6103
NCLN	6111.9116	4417.2579	7783.7357
NCL	9412.1037	10172.4567	10495.0378
NCOA1	1136.8876	2221.3118	1192.7122
NCOA2	24.4957	1009.7970	202.6366
NCOA3	477.4256	1598.8453	676.6405
NCOA4	2837.1758	6050.7294	2355.7991
NCOA5	1094.6206	925.6473	880.4622
NCOA6	1045.6292	2725.8077	1042.2160
NCOA7	247.3583	994.0944	1568.9527
NCOR1	802.1134	1633.0688	614.4275
NCOR2	3670.9894	13115.6848	4292.6974
NCR1	0.0000	0.4026	0.0000
NCR2	0.0000	0.0000	0.0000
NCR3	0.4803	1.2079	0.5925
NCRNA00028	0.0000	0.4026	0.0000
NCRNA00029	1.4409	0.0000	0.0000
NCRNA00032	0.4803	0.0000	0.0000
NCRNA00051	0.0000	0.0000	0.0000
NCRNA00052	0.0000	0.0000	0.0000
NCRNA00081	514.8463	593.8557	271.7286
NCRNA00085	84.5101	102.2681	146.9412
NCRNA00086	1936.5994	3605.9577	6536.5131
NCRNA00087	24.0154	425.5803	3097.6152
NCRNA00092	9.6061	28.1841	2.3700
NCRNA00093	0.0000	1.3206	1.2680
NCRNA00094	1397.1998	674.2932	656.7383
NCRNA00095	27.8578	86.5655	37.9203
NCRNA00099	0.0000	0.0000	0.0000
NCRNA00105	481.7483	57.9788	98.3973
NCRNA00107	14.8895	6.4421	11.2576
NCRNA00110	0.0000	0.0000	0.0000
NCRNA00111	0.0000	0.0000	0.0000
NCRNA00112	0.0000	0.0000	0.0000
NCRNA00113	0.0000	0.0000	0.0000
NCRNA00114	0.0000	0.0000	0.0000
NCRNA00115	195.4851	16.1052	40.2903
NCRNA00116	791.5466	308.0122	522.5892
NCRNA00119	0.4803	0.4026	0.0000
NCRNA00120	24.9760	81.3313	14.2201
NCRNA00152	485.1105	414.7093	136.8686
NCRNA00157	0.0000	0.0000	0.0000
NCRNA00158	0.0000	0.4026	2.3700
NCRNA00159	0.0000	0.0000	0.0000
NCRNA00160	0.0000	0.0000	0.0000
NCRNA00161	0.0000	0.0000	0.0000
NCRNA00162	0.0000	0.4026	0.0000
NCRNA00164	0.0000	0.0000	0.0000
NCRNA00167	4.3228	1.6105	1.1850
NCRNA00169	0.4803	0.4026	0.5925
NCRNA00171	12.6609	26.5817	40.7051
NCRNA00173	29.2988	63.6156	9.4801
NCRNA00174	423.6311	90.9945	204.4142
NCRNA00175	0.0000	0.0000	3.5550
NCRNA00176	21.1335	11.2737	11.8501
NCRNA00181	16.8924	17.1037	19.3453
NCRNA00182	20.6532	30.5999	33.7728
NCRNA00183	279.0586	259.6966	155.2363
NCRNA00185	5.2834	0.0000	0.0000
NCRNA00188	3780.0192	13080.6559	4552.2145
NCRNA00189	0.9606	1.2079	0.5925
NCRNA00200	0.4803	0.0000	0.0000
NCRNA00201	1158.2421	888.7663	332.0101
NCRNA00202	19.6926	4.0263	4.7400
NCRNA00203	0.0000	0.0000	0.0000
NCRNA00204B	8.6455	4.8316	14.8126
NCRNA00207	0.0000	0.0000	0.0000
NCRNA00219	380.4035	314.4543	411.1983
NCRNA00230B	132.0845	0.0000	0.0000
NCRNA00235	0.4803	10.4684	0.5925
NCS1	1135.9270	1409.6090	2301.8812
NCSTN	2553.3141	6784.1811	2268.1084
NDC80	68.6840	81.3313	34.9578
NDE1	275.2978	286.2984	117.6655
NDEL1	1281.9404	1295.6646	1497.2597
NDFIP1	5609.5101	5856.6616	5876.4627
NDFIP2	999.5197	863.6422	588.3573
NDNL2	843.4198	233.9283	651.7553
NDN	3330.9318	6806.8693	11069.7674
NDOR1	712.2959	764.1925	622.1301
NDP	6.2440	145.7522	2.3700
NDRG1	2866.4745	1089.5178	8018.3676
NDRG2	1854.9472	1064.5547	1682.7137
NDRG3	2011.0471	1786.8736	760.7762
NDRG4	1606.6282	7302.9099	221.5968
NDST1	3158.5014	2266.4064	2890.8310
NDST2	404.4188	1118.5072	378.6106
NDST3	0.0000	0.0000	0.0000
NDST4	0.0000	0.0000	0.0000
NDUFA10	1621.0375	2022.4124	2595.7636
NDUFA11	6443.8040	1594.2472	7185.8984
NDUFA12	1476.4649	1397.1274	1643.6084
NDUFA13	5726.8540	1696.9421	5841.1435
NDUFA1	3462.5360	958.6629	2979.1142
NDUFA2	3424.1114	873.7079	2513.4054
NDUFA3	1118.1556	587.8404	1296.4005
NDUFA4L2	411.6234	424.7751	6625.3888
NDUFA4	3964.9376	2825.2574	4109.0209
NDUFA5	4603.2661	1735.3370	3715.5977
NDUFA6	1568.2037	513.7564	1410.7540
NDUFA7	2569.6446	890.6184	1795.8821
NDUFA8	1864.5533	578.5799	1221.1524
NDUFA9	1078.2901	1765.1316	1843.2825
NDUFAB1	1283.3814	858.4080	1720.0415
NDUFAF1	772.3343	436.0487	569.9896
NDUFAF2	154.6590	86.5655	316.3976
NDUFAF3	3168.5879	3602.3340	1158.3469
NDUFAF4	355.4275	310.8307	411.1983
NDUFB10	2539.8655	776.6740	1981.9286
NDUFB11	2990.3939	1153.1334	3016.4420
NDUFB1	1024.9760	425.5803	1397.7189
NDUFB2	2460.1201	1958.7847	3292.5433
NDUFB3	578.2901	591.8667	663.6054
NDUFB4	7151.2968	2592.1344	3293.1418
NDUFB5	1044.1883	1730.1028	1545.2526
NDUFB6	1108.5495	496.0406	1025.0333
NDUFB7	2877.5216	2113.0043	2851.1332
NDUFB8	4793.5447	2558.7121	2012.3241
NDUFB9	2606.1479	1091.1283	1440.9717
NDUFC1	3302.1134	902.2947	1409.5690
NDUFC2	4279.0586	1831.1630	2556.6583
NDUFS1	1062.9203	2992.3490	1818.9898
NDUFS2	1468.7800	2762.8497	2972.5967
NDUFS3	2531.9212	1045.2647	1409.9067
NDUFS4	789.1451	590.6588	1045.7710
NDUFS5	6902.9779	1042.4101	3086.9501
NDUFS6	768.4918	632.9350	1374.0187
NDUFS7	2555.6724	1930.0772	3034.9104
NDUFS8	7303.5543	1747.0132	2561.9908
NDUFV1	2444.7646	2262.7828	5088.4313
NDUFV2	4225.7445	1257.0121	1968.8935
NDUFV3	896.7339	587.4377	926.0850
NEAT1	34287.2238	4157.9640	2531.1806
NEBL	9.1258	1364.9170	507.1841
NEB	31.2200	9.6631	24.8852
NECAB1	169.5485	21.3394	14.2201
NECAB2	19.2123	4.0263	6.5176
NECAB3	1373.6792	1318.1917	3362.4648
NECAP1	1295.3890	1848.8787	1513.2573
NECAP2	1714.2171	1554.5559	1259.0727
NEDD1	305.9558	521.0037	337.1352
NEDD4L	861.6715	71.6682	501.8516
NEDD4	88.3766	512.9511	315.8051
NEDD8	2347.2622	1595.2216	3331.6546
NEDD9	129.2027	293.5176	110.2059
NEFH	18.7320	955.8445	708.6358
NEFL	427.9539	305.1938	2708.3395
NEFM	81.1720	1063.1938	3498.3380
NEGR1	0.4803	26.9762	13.6276
NEIL1	160.4227	71.6682	63.3980
NEIL2	918.8280	615.6219	676.0480
NEIL3	1.4409	17.7157	10.6651
NEK10	9.6061	78.1103	6.5176
NEK11	245.4371	237.5519	228.7069
NEK1	261.2872	343.8463	204.4142
NEK2	16.8108	194.0678	30.2177
NEK3	91.2584	140.1154	38.5128
NEK4	288.1844	827.8081	403.4958
NEK5	0.4803	0.0000	2.3700
NEK6	49.9520	81.3313	558.1395
NEK7	879.4428	2243.4565	1980.7436
NEK8	169.0682	51.5367	175.9739
NEK9	3632.5648	1993.4230	4980.5955
NELF	479.8271	1256.6094	863.2795
NELL1	0.4803	0.8053	55.6955
NELL2	1.4409	131.6601	0.5925
NENF	1640.7301	1152.7308	1486.0021
NEO1	816.5226	3272.5798	981.7805
NES	347.2622	2100.9253	172.4189
NET1	292.0269	760.9714	152.8662
NETO1	0.0000	0.0000	0.0000
NETO2	2186.3593	860.4211	485.2614
NEU1	3190.6820	6402.2257	3763.5906
NEU2	0.0000	0.0000	0.0000
NEU3	10.0865	190.4442	100.7258
NEU4	0.9606	4.4289	14.2201
NEURL1B	609.5101	985.2366	868.6121
NEURL2	16.3833	108.3760	11.2991
NEURL3	1.4409	8.4552	7.1101
NEURL4	1035.7205	524.4824	635.0111
NEURL	1.4409	19.7289	17.7751
NEUROD1	0.0000	0.0000	0.0000
NEUROD2	0.0000	0.0000	0.0000
NEUROD4	0.0000	0.4026	0.0000
NEUROD6	0.0000	0.0000	0.0000
NEUROG1	0.0000	0.0000	0.0000
NEUROG2	7.6849	3.6237	25.4777
NEUROG3	0.0000	0.8053	0.5925
NEXN	385.2065	148.9732	72.8781
NF1P1	0.0000	0.0000	0.0000
NF1	1680.1153	2421.4191	1506.7397
NF2	992.3151	663.9375	987.1130
NFAM1	60.9990	50.7314	31.9953
NFASC	282.7378	422.6089	1751.9064
NFAT5	2155.1393	2811.1653	2255.6658
NFATC1	119.1162	363.9779	76.4331
NFATC2IP	419.3084	356.7305	613.8350
NFATC2	0.4803	33.0157	5.3325
NFATC3	387.6081	418.3330	388.0907
NFATC4	3595.1009	2139.1752	7299.6593
NFE2L1	16297.3103	17840.1497	9162.4944
NFE2L2	1571.0855	2491.8392	1769.8119
NFE2L3	136.8876	245.2019	212.1167
NFE2	2.8818	0.8053	2.3700
NFIA	2223.8232	1821.4999	343.0603
NFIB	1004.3228	713.4610	546.8819
NFIC	516.3305	2364.6482	1495.4822
NFIL3	864.0730	309.6228	455.0437
NFIX	856.3881	495.2354	1730.1141
NFKB1	595.1009	580.9956	362.6129
NFKB2	2033.6215	1002.9523	744.7786
NFKBIA	5450.5283	1093.5441	2082.6544
NFKBIB	299.7118	284.2571	799.8815
NFKBID	49.9520	16.1052	22.5152
NFKBIE	191.1623	74.0840	231.0769
NFKBIL1	1070.6052	509.3274	414.7534
NFKBIL2	102.7858	139.7127	133.7402
NFKBIZ	38.4246	36.6394	45.6229
NFRKB	621.0375	525.8353	446.7486
NFS1	1850.1441	1709.1660	1675.7162
NFU1	539.8655	503.6906	357.2804
NFX1	622.9587	798.0134	556.9545
NFXL1	119.1162	179.9758	145.7562
NFYA	1917.8674	910.3473	367.3530
NFYB	773.7752	706.2137	601.3924
NFYC	2083.2709	1426.3141	928.5735
NGB	0.0000	7.6500	0.5925
NGDN	783.3814	367.1989	675.4555
NGEF	11.5274	399.0067	7992.2974
NGFRAP1	8967.3391	4021.4723	11133.7580
NGFR	87.4159	456.5829	223.3743
NGF	76.3689	22.9499	30.2177
NGLY1	410.1825	861.2264	647.0153
NGRN	5770.7301	2696.0131	2555.9058
NHEDC1	1.9212	7.6500	0.5925
NHEDC2	423.6311	120.7891	63.9905
NHEG1	0.0000	0.8053	0.0000
NHEJ1	278.4294	186.9453	537.9944
NHLH1	1.9212	3.6237	6.5176
NHLH2	1.4409	0.4026	0.0000
NHLRC1	36.0231	52.7446	139.2386
NHLRC2	40.8261	307.2070	59.8430
NHLRC3	597.0221	1834.7867	520.8117
NHLRC4	298.2709	66.0314	571.7671
NHP2L1	2026.4169	2327.6063	3521.2561
NHP2	1680.1153	1092.7389	2159.0875
NHSL1	29.2988	203.7310	44.4379
NHSL2	14.4092	49.5235	90.0607
NHS	240.6340	760.1662	505.4066
NICN1	184.8319	624.1858	154.0513
NID1	264.6494	1555.2203	643.4247
NID2	751.6811	449.3355	164.1238
NIF3L1	635.4467	453.3618	345.4303
NINJ1	2168.1076	1367.3328	2173.9002
NINJ2	7.2046	10.4684	3.5550
NINL	918.8280	285.4649	45.0304
NIN	642.1710	1060.9311	729.9659
NIP7	447.1662	359.9516	844.9119
NIPA1	312.1998	295.5307	186.6390
NIPA2	853.5062	998.1207	665.9754
NIPAL1	0.4803	0.4026	1.7775
NIPAL2	17.2911	126.0233	91.8382
NIPAL3	309.7983	622.8692	681.3805
NIPAL4	0.0000	2.0132	20.1452
NIPBL	644.5725	1348.4092	1577.8403
NIPSNAP1	208.4534	1745.8053	1619.3157
NIPSNAP3A	1038.9049	1002.5497	1199.8222
NIPSNAP3B	124.3996	174.3430	205.5992
NISCH	3096.5418	5302.6422	2769.9600
NIT1	1635.2594	1089.3769	760.5510
NIT2	458.2133	816.9370	479.3364
NKAIN1	10.0865	4.8316	902.3848
NKAIN2	0.4803	3.2210	4.7400
NKAIN3	1.4409	0.0000	0.0000
NKAIN4	0.0000	353.9121	122.0560
NKAPL	13.9289	76.9024	6.5176
NKAP	558.5975	403.4356	555.7695
NKD1	42.2671	3636.5576	18.9602
NKD2	0.9606	9.6631	11.8501
NKG7	37.4640	25.3657	52.1404
NKIRAS1	478.3862	450.9460	193.7491
NKIRAS2	1132.0845	1672.1240	783.8839
NKPD1	2.4015	16.5078	138.6461
NKRF	389.5293	145.3496	431.3435
NKTR	2500.9606	2838.5442	1628.2032
NKX1-2	0.0000	0.0000	0.0000
NKX2-1	0.9606	0.8053	4.9593
NKX2-2	191.6427	1.6105	0.0000
NKX2-3	0.0000	0.0000	0.0000
NKX2-4	1.9212	0.0000	0.0000
NKX2-5	84.0538	2.0132	20.1452
NKX2-6	0.0000	0.0000	0.0000
NKX2-8	0.0000	0.4026	1.7775
NKX3-1	109.9904	62.0051	355.5029
NKX3-2	171.9500	5.6368	4.7400
NKX6-1	7.6849	1.6105	0.5925
NKX6-2	0.9606	0.0000	0.0000
NKX6-3	0.0000	0.0000	0.0000
NLE1	165.7061	256.4756	436.0835
NLGN1	0.4803	1.6105	13.0351
NLGN2	1982.2286	553.6168	1009.6282
NLGN3	246.8780	140.1154	1276.2554
NLGN4X	1.9212	37.8473	11.8501
NLGN4Y	64.3612	0.8053	1.1850
NLK	2100.8646	1140.6519	1217.5974
NLN	10.0865	204.1336	230.4844
NLRC3	43.2277	47.1078	40.2903
NLRC4	19.6926	15.7026	15.9976
NLRC5	77.3295	534.2905	607.3174
NLRP10	0.0000	0.0000	0.0000
NLRP11	0.0000	33.8210	11.2576
NLRP12	0.9606	1.6105	0.5925
NLRP13	0.0000	0.8053	0.0000
NLRP14	0.4803	0.0000	4.1475
NLRP1	96.5418	142.9338	39.6978
NLRP2	3.8425	7.6500	175.9739
NLRP3	22.5744	19.7289	7.7026
NLRP4	0.0000	0.8053	0.0000
NLRP5	0.0000	0.4026	0.5925
NLRP6	0.0000	0.0000	1.7775
NLRP7	0.0000	1.6105	4.1475
NLRP8	0.0000	0.0000	0.0000
NLRP9	3.3622	2.0132	4.7400
NLRX1	902.9779	711.4479	440.8236
NMBR	0.0000	0.0000	0.5925
NMB	226.7051	43.8867	85.3207
NMD3	587.4159	1714.4002	627.4626
NME1-NME2	577.4784	182.6533	842.0086
NME1	2782.4880	1070.1191	2283.2469
NME2P1	85.4947	43.0815	45.6229
NME2	10628.9817	4452.8988	5286.5353
NME3	5790.5860	703.7979	946.2302
NME4	6029.2988	1244.9331	2116.4272
NME5	38.9049	9.2605	8.2951
NME6	170.0288	372.0305	197.3041
NME7	151.8828	113.2116	256.3591
NMI	167.6273	157.0258	371.5005
NMNAT1	129.2027	69.6551	147.5337
NMNAT2	4.3228	9.6631	8.8876
NMNAT3	12.0077	283.4518	148.7187
NMRAL1	1263.2085	614.0113	2057.7692
NMS	0.0000	0.0000	0.0000
NMT1	3086.9356	2559.9240	2282.9210
NMT2	386.6475	565.6957	212.7092
NMUR1	18.7320	15.7026	12.4426
NMUR2	0.9606	0.0000	0.0000
NMU	0.0000	1.6105	0.0000
NNAT	0.4803	8.0526	4.7400
NNMT	158.9817	223.4599	233.4469
NNT	545.6292	1773.1842	971.7079
NOB1	1360.2305	1539.2560	2568.5084
NOBOX	0.0000	0.0000	0.0000
NOC2L	2239.2363	1525.8886	2471.1954
NOC3L	512.9683	651.4560	484.0764
NOC4L	896.2536	640.5849	581.2472
NOD1	167.1470	132.4654	40.2903
NOD2	12.9683	102.2681	30.2177
NODAL	4.8031	5.2342	1.7775
NOG	4.3228	5.2342	9.4801
NOL10	683.4774	563.2799	626.8701
NOL11	612.8722	712.2531	557.5470
NOL12	362.1518	223.8625	330.0252
NOL3	1676.6378	611.5956	2568.5084
NOL4	0.0000	0.0000	0.0000
NOL6	819.4044	960.6761	1392.3863
NOL7	1325.1681	700.5769	596.0598
NOL8	767.0509	402.6304	732.9285
NOL9	88.3766	158.2337	158.7913
NOLC1	1675.7925	2241.8460	1384.6838
NOM1	374.1595	810.4950	652.9403
NOMO1	3262.2478	7859.3451	8150.4962
NOMO2	607.1085	5880.4168	4769.6638
NOMO3	1636.8876	2055.0255	3165.7532
NONO	4553.3141	6024.5584	9945.7858
NOP10	1923.6311	824.9897	1015.5533
NOP14	519.7166	695.2863	742.1597
NOP16	323.7272	157.4285	642.8677
NOP2	743.5159	762.5819	969.9304
NOP56	1635.4467	1197.4228	1251.3702
NOP58	1263.2085	752.9188	940.3051
NOS1AP	9.6061	420.7488	13.0351
NOS1	0.0000	0.4026	1.1850
NOS2	2.4015	16.5078	4.1475
NOS3	109.7887	335.1294	340.2340
NOSIP	550.4323	508.9248	1040.4385
NOSTRIN	943.8040	471.0775	275.5147
NOTCH1	187.3199	667.1585	338.3202
NOTCH2NL	441.1864	803.2033	167.0093
NOTCH2	2280.4995	8158.4995	1673.2336
NOTCH3	749.7598	901.0868	804.0290
NOTCH4	772.8146	1004.9654	533.8468
NOTO	0.9606	0.0000	0.0000
NOTUM	3.3622	1310.9645	1.7775
NOVA1	92.6993	9.6631	478.7439
NOVA2	41.7867	39.4578	55.6955
NOV	19495.6772	102310.7964	1635.3133
NOX1	0.4803	1.2079	1.7775
NOX3	0.0000	0.0000	0.0000
NOX4	5.7637	21.7420	27.2552
NOX5	72.0845	1.2079	1.1850
NOXA1	62.4400	71.6682	111.9834
NOXO1	9.6061	1.2079	3.5550
NPAS1	5.7637	6.4421	16.5901
NPAS2	1162.8242	830.6265	917.1975
NPAS3	12.0077	3.2210	168.8639
NPAS4	0.0000	0.0000	0.0000
NPAT	121.9981	363.9779	155.8288
NPBWR1	0.0000	0.0000	4.1475
NPBWR2	0.0000	28.9894	0.0000
NPB	1.9212	5.6368	0.5925
NPC1L1	9.6061	18.9236	67.5455
NPC1	1652.8722	1599.9122	3734.2379
NPC2	3809.7983	4907.2591	12317.5826
NPDC1	1188.2805	300.3623	2222.4856
NPEPL1	2060.5187	746.4767	651.1628
NPEPPS	1428.4342	1256.6094	1954.0809
NPFFR1	0.0000	0.0000	0.0000
NPFFR2	0.0000	1.2079	7.1101
NPFF	10.0865	4.4289	8.8876
NPHP1	82.1326	80.1234	46.8079
NPHP3	682.9971	766.6083	375.6481
NPHP4	431.3160	87.3708	372.0930
NPHS1	0.4803	1.6105	0.5925
NPHS2	0.4803	0.8053	0.0000
NPIPL3	1441.2680	103.2022	767.1515
NPIP	2449.8799	631.8076	1449.0535
NPLOC4	1990.3939	2536.5714	2151.9775
NPL	66.2824	100.6576	39.1053
NPM1	4813.6407	8584.8851	13689.8237
NPM2	56.1960	8.0526	65.1755
NPM3	521.6138	388.9410	258.9246
NPNT	932.2767	785.9345	8.8876
NPPA	3.3622	0.0000	1.1850
NPPB	0.4803	0.4026	621.5375
NPPC	1.4409	0.4026	2.3700
NPR1	514.4092	348.6779	550.4370
NPR2	615.2738	590.2561	20.1452
NPR3	1.4409	34.2236	142.7937
NPRL2	893.8521	499.9703	715.6629
NPRL3	1768.0115	864.4474	1645.3859
NPSR1	0.0000	0.8053	0.0000
NPS	0.0000	0.0000	0.0000
NPTN	2038.9049	2475.7742	1735.4466
NPTX1	1397.2142	8054.6208	3018.2195
NPTX2	1432.7570	28152.7217	34227.2256
NPTXR	423.6311	764.1925	859.1320
NPVF	0.0000	0.0000	0.5925
NPW	0.0000	1.2079	2.3700
NPY1R	98.4630	269.7624	250.0370
NPY2R	0.0000	0.4026	1.1850
NPY5R	0.9606	14.4947	1.7775
NPY6R	308.8377	521.8090	16.5901
NPY	0.0000	3.2210	3.5550
NQO1	9112.8722	7613.3379	1430.3066
NQO2	875.6004	616.4271	1314.7682
NR0B1	946.2056	278.2176	4469.2638
NR0B2	12.4880	1.6105	50.9554
NR1D1	2483.8040	5289.5245	2425.1222
NR1D2	629.6830	5239.8318	801.0665
NR1H2	1577.3295	2956.9175	4204.4142
NR1H3	108.0692	138.9075	104.8734
NR1H4	80.6916	157.0258	1387.0538
NR1I2	0.9606	10.8710	2.9625
NR1I3	5.7493	6.2528	5.3207
NR2C1	795.8694	408.6698	649.9778
NR2C2AP	953.1412	330.4790	678.8031
NR2C2	724.8031	1736.0657	521.7005
NR2E1	0.0000	1.2079	0.0000
NR2E3	2.4015	3.6237	1.1850
NR2F1	118.6359	134.0759	281.4398
NR2F2	1037.4640	1298.4830	698.5632
NR2F6	1010.5668	821.3660	1603.3180
NR3C1	1017.2911	1480.4719	1098.5039
NR3C2	116.7147	169.5074	85.3207
NR4A1	37888.5687	4126.9614	2230.1881
NR4A2	1051.3929	78.5129	41.4753
NR4A3	1868.3958	692.5243	963.4128
NR5A1	20748.3189	9493.2192	16239.9644
NR5A2	36.5034	65.2261	78.8031
NR6A1	6.2440	2.4158	2.9625
NRADDP	8.6455	2.0132	1.1850
NRAP	0.0000	0.8053	0.0000
NRARP	139.2891	142.1285	69.9156
NRAS	779.5389	1126.5598	450.3037
NRBF2	214.2171	380.0831	271.9597
NRBP1	3337.6561	3254.0588	2013.9239
NRBP2	558.1172	441.2829	503.6291
NRCAM	657.5408	1097.5704	783.8839
NRD1	2305.9558	2407.3271	3021.1820
NRF1	304.9952	405.4488	308.1025
NRG1	0.4803	0.0000	0.0000
NRG2	43.2277	10.4684	85.3207
NRG3	3.3622	10.0658	46.2154
NRG4	118.1556	0.4026	2.9625
NRGN	111.9116	56.7709	31.9953
NRIP1	814.1210	566.5010	1420.2340
NRIP2	195.9654	206.1468	97.7633
NRIP3	120.5572	30.1973	75.2481
NRK	1858.7896	21.7420	0.0000
NRL	98.6551	43.3110	100.1392
NRM	196.4457	263.7229	242.9270
NRN1L	29.5197	4.0786	46.6242
NRN1	963.9769	380.0831	2127.6848
NRP1	2015.8501	7672.5246	1677.9736
NRP2	51.3929	1121.7283	1099.0964
NRSN1	0.4803	0.0000	0.0000
NRSN2	1830.4515	1124.5467	2025.7740
NRTN	22.5744	9.6631	531.4768
NRXN1	0.0000	1.2079	1.1850
NRXN2	195.0048	253.6571	1008.4432
NRXN3	0.9606	24.9631	6.5176
NSA2	1457.7329	1175.2781	3469.7082
NSD1	2644.0922	2034.0887	1632.3508
NSDHL	1217.0989	430.8145	5742.5567
NSFL1C	2502.4015	1709.5686	3342.3197
NSF	695.9654	1032.3443	1433.2691
NSL1	573.9673	618.8429	385.1281
NSMAF	621.0375	577.3076	940.8976
NSMCE1	1099.9039	580.1904	1260.2577
NSMCE2	229.1066	207.7573	179.5290
NSMCE4A	542.2671	656.6902	399.3482
NSUN2	625.8405	996.1076	1746.7042
NSUN3	81.1720	149.7785	75.2481
NSUN4	704.6110	464.2328	438.4536
NSUN5P1	280.4995	181.5863	109.0209
NSUN5P2	849.4573	642.5820	299.2327
NSUN5	719.9808	670.7822	905.3474
NSUN6	419.7887	266.5413	262.4796
NSUN7	248.3189	76.0971	5.9250
NT5C1A	0.0000	0.4026	0.5925
NT5C1B	0.4803	1.3287	0.0000
NT5C2	1326.1287	1543.2823	1490.7421
NT5C3L	726.2248	377.2647	351.9479
NT5C3	369.3564	288.6860	562.8796
NT5C	1185.3987	258.4887	358.4654
NT5DC1	1331.8924	874.9158	1199.8222
NT5DC2	1879.9232	2281.7064	1113.3165
NT5DC3	149.8559	1400.3485	484.0764
NT5E	10.0865	68.0445	207.9692
NT5M	46.5898	15.3000	94.2083
NTAN1	787.7041	193.2626	290.9199
NTF3	2.4015	4.4289	0.0000
NTF4	0.0000	0.4026	0.5925
NTHL1	350.6244	219.4336	492.9640
NTM	172.4304	543.9536	93.0233
NTN1	31.2200	17.7157	34.9578
NTN3	0.4803	4.0263	2.9625
NTN4	1753.6023	992.0813	1190.9347
NTN5	14.4092	3.6237	69.9156
NTNG1	0.0000	0.4026	0.5925
NTNG2	186.3593	185.2100	8.2951
NTRK1	0.0000	2.0132	0.0000
NTRK2	1504.8031	20.1315	21.9227
NTRK3	4.8031	4.8316	9.4801
NTSR1	0.0000	0.0000	7.7026
NTSR2	0.4803	0.0000	158.7913
NTS	0.0000	10.8710	34970.2266
NUAK1	161.8636	328.5464	664.1979
NUAK2	225.2642	53.5498	158.1988
NUB1	1952.9299	1939.8289	1984.2749
NUBP1	845.9606	226.2783	1048.9527
NUBP2	3457.7329	820.9634	2239.0757
NUBPL	292.9875	299.9596	447.9336
NUCB1	1873.1988	7113.2710	12600.7999
NUCB2	921.6234	2205.6415	2926.8257
NUCKS1	5393.8521	12893.8354	5426.7516
NUDCD1	211.3353	289.4912	301.5850
NUDCD2	621.5178	143.7390	515.4792
NUDCD3	2097.9827	4163.1982	6332.6915
NUDC	3193.5639	1347.6039	2508.6654
NUDT10	56.1960	8.8579	155.2363
NUDT11	273.2949	6.0395	349.5778
NUDT12	349.1835	388.5383	776.1813
NUDT13	59.5869	93.8129	17.1826
NUDT14	499.5197	242.3835	641.6827
NUDT15	848.0451	276.6473	384.4230
NUDT16L1	1300.1921	622.0639	1208.7098
NUDT16P1	11.5274	226.2783	81.7657
NUDT16	887.1278	1086.6994	812.3241
NUDT17	11.0471	108.3076	43.8454
NUDT18	85.0144	165.8837	309.2875
NUDT19	424.5917	501.6775	1807.1397
NUDT1	242.5552	107.5023	104.8734
NUDT21	1575.8886	1859.3471	2217.7455
NUDT22	904.4044	451.5580	616.8508
NUDT2	517.7714	363.1726	192.5641
NUDT3	489.9135	231.5125	187.8240
NUDT4	611.4313	3507.7159	2131.2398
NUDT5	904.8319	846.9854	627.1663
NUDT6	71.5754	82.6117	239.4193
NUDT7	66.2824	102.6707	342.4678
NUDT8	95.5812	9.2605	198.4891
NUDT9P1	9.1258	14.4947	8.2951
NUDT9	1353.5062	875.7211	828.3217
NUF2	68.2037	118.3733	52.1404
NUFIP1	266.5706	229.4993	223.9668
NUFIP2	2873.6792	1954.7705	1754.9993
NUMA1	12758.0403	11254.4533	7533.0351
NUMBL	272.3343	443.2961	484.0764
NUMB	1272.8146	1205.4754	1410.1615
NUP107	527.8578	891.0210	697.3782
NUP133	794.9087	1639.5109	684.9356
NUP153	620.5572	1151.9255	793.9565
NUP155	62.4400	511.7432	275.5147
NUP160	889.5293	691.7190	434.3060
